words,sentences
"అది,పాత్ర,మరియు,వీరత్వం,గురించి,ఏదో,చెబుతుంది",అది పాత్ర మరియు వీరత్వం గురించి ఏదో చెబుతుంది
"రెండవ,అధికారి,చార్లెస్,లైట్‌లర్,పాత్రలో,జోనాథన్,ఫిలిప్స్",రెండవ అధికారి చార్లెస్ లైట్‌లర్ పాత్రలో జోనాథన్ ఫిలిప్స్
"పోర్ట్,సైడ్,తరలింపుకు,లైట్‌లర్,బాధ్యతలు,స్వీకరించారు",పోర్ట్ సైడ్ తరలింపుకు లైట్‌లర్ బాధ్యతలు స్వీకరించారు
"ఈ,చిత్రం,లైటెలర్,కెప్టెన్,స్మిత్‌కు,తెలియజేస్తూ,,నీటిని,పగలగొట్టకుండా,మంచుకొండలను,చూడటం,కష్టమని,మరియు,ఘర్షణను,అనుసరించడం,వంటివి,సిబ్బందిని,అనుసరించడం,సిబ్బందిని,సూచిస్తూ,సిబ్బంది,మహిళలు,మరియు,పిల్లలను,లైఫ్‌బోట్‌లకు,ఎక్కడం,ప్రారంభించాలని,సూచించారు","ఈ చిత్రం లైటెలర్ కెప్టెన్ స్మిత్‌కు తెలియజేస్తూ, నీటిని పగలగొట్టకుండా మంచుకొండలను చూడటం కష్టమని మరియు ఘర్షణను అనుసరించడం వంటివి సిబ్బందిని అనుసరించడం సిబ్బందిని సూచిస్తూ సిబ్బంది మహిళలు మరియు పిల్లలను లైఫ్‌బోట్‌లకు ఎక్కడం ప్రారంభించాలని సూచించారు"
"అతను,తుపాకీని,బ్రాండింగ్,చేసి,,ఆర్డర్‌ను,ఉంచడానికి,దాన్ని,ఉపయోగించమని,బెదిరించడం,కనిపిస్తాడు","అతను తుపాకీని బ్రాండింగ్ చేసి, ఆర్డర్‌ను ఉంచడానికి దాన్ని ఉపయోగించమని బెదిరించడం కనిపిస్తాడు"
"మొదటి,గరాటు,కూలిపోయినప్పుడు,అతన్ని,కూలిపోయే,B,పైన,చూడవచ్చు",మొదటి గరాటు కూలిపోయినప్పుడు అతన్ని కూలిపోయే B పైన చూడవచ్చు
"విపత్తు,నుండి,బయటపడిన,అత్యంత,సీనియర్,అధికారి,లైట్‌లర్",విపత్తు నుండి బయటపడిన అత్యంత సీనియర్ అధికారి లైట్‌లర్
"చిత్ర,నిర్మాత,కెవిన్,డి,లా,నోయ్,మూడవ,అధికారి,హెర్బర్ట్,పిట్మాన్,కూడా,మునిగిపోతున్న,మరియు,మన్నింగ్,లైఫ్,బోట్,5,నుండి,బయటపడ్డాడు",చిత్ర నిర్మాత కెవిన్ డి లా నోయ్ మూడవ అధికారి హెర్బర్ట్ పిట్మాన్ కూడా మునిగిపోతున్న మరియు మన్నింగ్ లైఫ్ బోట్ 5 నుండి బయటపడ్డాడు
"సైమన్,క్రేన్,నాల్గవ,అధికారి,జోసెఫ్,బాక్స్‌హాల్,మునిగిపోయే,సమయంలో,ఫైరింగ్,ఫ్లేర్స్,మరియు,మానింగ్,లైఫ్,బోట్,2,లకు,బాధ్యత,వహించే,అధికారి",సైమన్ క్రేన్ నాల్గవ అధికారి జోసెఫ్ బాక్స్‌హాల్ మునిగిపోయే సమయంలో ఫైరింగ్ ఫ్లేర్స్ మరియు మానింగ్ లైఫ్ బోట్ 2 లకు బాధ్యత వహించే అధికారి
"అతను,మంటలను,కాల్చడానికి,నావికులకు,సహాయపడే,వంతెన,రెక్కలపై,చూపబడతాడు",అతను మంటలను కాల్చడానికి నావికులకు సహాయపడే వంతెన రెక్కలపై చూపబడతాడు
"ఐదవ,అధికారి,హెరాల్డ్,లోవ్‌గా,ఐయోన్,గ్రఫడ్,ఐసీ,జలాల,నుండి,మునిగిపోతున్న,ప్రాణాలతో,బయటపడటానికి,లైఫ్‌బోట్‌కు,నాయకత్వం,వహించిన,ఏకైక,అధికారి",ఐదవ అధికారి హెరాల్డ్ లోవ్‌గా ఐయోన్ గ్రఫడ్ ఐసీ జలాల నుండి మునిగిపోతున్న ప్రాణాలతో బయటపడటానికి లైఫ్‌బోట్‌కు నాయకత్వం వహించిన ఏకైక అధికారి
"ఈ,చిత్రం,లోవ్,రోజ్,ను,రక్షించడాన్ని,వర్ణిస్తుంది",ఈ చిత్రం లోవ్ రోజ్ ను రక్షించడాన్ని వర్ణిస్తుంది
